ensembl_gene_id	ensembl_transcript_id	ggallus_homolog_ensembl_gene	ggallus_homolog_orthology_type	ggallus_homolog_orthology_confidence
ENSTGUG00000000226	ENSTGUT00000000231	ENSGALG00000027066	ortholog_one2one	1
ENSTGUG00000000228	ENSTGUT00000000234	ENSGALG00000001239	ortholog_one2many	1
ENSTGUG00000000892	ENSTGUT00000000924	ENSGALG00000026203	ortholog_one2one	1
ENSTGUG00000000894	ENSTGUT00000000931	ENSGALG00000026192	ortholog_one2one	1
ENSTGUG00000000900	ENSTGUT00000000934	ENSGALG00000026768	ortholog_one2one	1
ENSTGUG00000000903	ENSTGUT00000000957	ENSGALG00000015256	ortholog_one2one	1
ENSTGUG00000000926	ENSTGUT00000000962	ENSGALG00000015257	ortholog_one2one	1
ENSTGUG00000000931	ENSTGUT00000000980	ENSGALG00000015264	ortholog_one2one	1
ENSTGUG00000000948	ENSTGUT00000000981	ENSGALG00000027512	ortholog_one2one	1
ENSTGUG00000000949	ENSTGUT00000000985	ENSGALG00000028324	ortholog_one2many	1
ENSTGUG00000000949	ENSTGUT00000000985	ENSGALG00000015266	ortholog_one2many	1
ENSTGUG00000000953	ENSTGUT00000000988	ENSGALG00000015268	ortholog_one2one	1
ENSTGUG00000000956	ENSTGUT00000000992	ENSGALG00000000280	ortholog_one2one	1
ENSTGUG00000001361	ENSTGUT00000001416	ENSGALG00000003529	ortholog_one2one	1
ENSTGUG00000001362	ENSTGUT00000001426	ENSGALG00000003522	ortholog_one2one	1
ENSTGUG00000001372	ENSTGUT00000001427	ENSGALG00000003517	ortholog_one2one	1
ENSTGUG00000001373	ENSTGUT00000001428	ENSGALG00000003420	ortholog_one2one	1
ENSTGUG00000001374	ENSTGUT00000001430	ENSGALG00000003408	ortholog_one2one	1
ENSTGUG00000001376	ENSTGUT00000001433	ENSGALG00000003405	ortholog_one2one	1
ENSTGUG00000001379	ENSTGUT00000001443	ENSGALG00000003383	ortholog_one2one	1
ENSTGUG00000001389	ENSTGUT00000001445	ENSGALG00000003246	ortholog_one2one	1
ENSTGUG00000001391	ENSTGUT00000001447	ENSGALG00000003241	ortholog_one2one	1
ENSTGUG00000001393	ENSTGUT00000001449			NA
ENSTGUG00000001395	ENSTGUT00000001466	ENSGALG00000003337	ortholog_one2one	1
ENSTGUG00000001405	ENSTGUT00000001460			NA
ENSTGUG00000001406	ENSTGUT00000001462	ENSGALG00000021452	ortholog_one2one	1
ENSTGUG00000001408	ENSTGUT00000001470	ENSGALG00000001933	ortholog_one2one	1
ENSTGUG00000001412	ENSTGUT00000001472	ENSGALG00000003313	ortholog_one2one	1
ENSTGUG00000001416	ENSTGUT00000001475	ENSGALG00000001944	ortholog_one2one	1
ENSTGUG00000001418	ENSTGUT00000001474			NA
ENSTGUG00000001420	ENSTGUT00000001486	ENSGALG00000003297	ortholog_one2one	0
ENSTGUG00000001421	ENSTGUT00000001496	ENSGALG00000001947	ortholog_one2one	1
ENSTGUG00000001431	ENSTGUT00000001490	ENSGALG00000003287	ortholog_one2one	1
ENSTGUG00000001436	ENSTGUT00000001492	ENSGALG00000000820	ortholog_one2one	1
ENSTGUG00000001438	ENSTGUT00000001494	ENSGALG00000025858	ortholog_one2one	1
ENSTGUG00000001439	ENSTGUT00000001500	ENSGALG00000000840	ortholog_one2one	1
ENSTGUG00000001441	ENSTGUT00000001501	ENSGALG00000001954	ortholog_one2one	1
ENSTGUG00000001445	ENSTGUT00000001502	ENSGALG00000000855	ortholog_one2one	1
ENSTGUG00000001446	ENSTGUT00000001514	ENSGALG00000023066	ortholog_one2one	1
ENSTGUG00000001447	ENSTGUT00000001504	ENSGALG00000000862	ortholog_one2one	1
ENSTGUG00000001448	ENSTGUT00000001505	ENSGALG00000024295	ortholog_one2one	1
ENSTGUG00000001449	ENSTGUT00000001509	ENSGALG00000001487	ortholog_one2one	1
ENSTGUG00000001453	ENSTGUT00000001520	ENSGALG00000001502	ortholog_one2one	1
ENSTGUG00000001458	ENSTGUT00000001519	ENSGALG00000002014	ortholog_one2one	1
ENSTGUG00000001463	ENSTGUT00000001523	ENSGALG00000002022	ortholog_one2one	1
ENSTGUG00000001464	ENSTGUT00000001522	ENSGALG00000001516	ortholog_one2one	1
ENSTGUG00000001466	ENSTGUT00000001538	ENSGALG00000001540	ortholog_one2one	1
ENSTGUG00000001467	ENSTGUT00000001524	ENSGALG00000021842	ortholog_one2one	1
ENSTGUG00000001469	ENSTGUT00000001528	ENSGALG00000028998	ortholog_one2one	1
ENSTGUG00000001472	ENSTGUT00000001539	ENSGALG00000002087	ortholog_one2one	1
ENSTGUG00000001481	ENSTGUT00000001558	ENSGALG00000001606	ortholog_one2many	1
ENSTGUG00000001482	ENSTGUT00000001543	ENSGALG00000002110	ortholog_one2one	1
ENSTGUG00000001483	ENSTGUT00000001542			NA
ENSTGUG00000001484	ENSTGUT00000001544			NA
ENSTGUG00000001486	ENSTGUT00000001549	ENSGALG00000002125	ortholog_one2one	1
ENSTGUG00000001487	ENSTGUT00000001546			NA
ENSTGUG00000001488	ENSTGUT00000001553	ENSGALG00000001826	ortholog_one2one	1
ENSTGUG00000001488	ENSTGUT00000001556	ENSGALG00000001826	ortholog_one2one	1
ENSTGUG00000001492	ENSTGUT00000001555	ENSGALG00000012350	ortholog_one2one	1
ENSTGUG00000001497	ENSTGUT00000001562	ENSGALG00000002142	ortholog_one2one	1
ENSTGUG00000001499	ENSTGUT00000001565	ENSGALG00000001850	ortholog_one2one	1
ENSTGUG00000001500	ENSTGUT00000001564	ENSGALG00000001639	ortholog_one2one	1
ENSTGUG00000001505	ENSTGUT00000001573	ENSGALG00000002162	ortholog_one2one	1
ENSTGUG00000001507	ENSTGUT00000001566	ENSGALG00000029001	ortholog_one2one	1
ENSTGUG00000001508	ENSTGUT00000001567	ENSGALG00000001874	ortholog_one2one	1
ENSTGUG00000001509	ENSTGUT00000001588	ENSGALG00000001912	ortholog_one2one	1
ENSTGUG00000001510	ENSTGUT00000001569	ENSGALG00000001895	ortholog_one2one	1
ENSTGUG00000001512	ENSTGUT00000001584	ENSGALG00000001916	ortholog_one2one	1
ENSTGUG00000001516	ENSTGUT00000001581			NA
ENSTGUG00000001524	ENSTGUT00000001582	ENSGALG00000026137	ortholog_one2many	1
ENSTGUG00000001525	ENSTGUT00000001583	ENSGALG00000026137	ortholog_one2many	1
ENSTGUG00000001526	ENSTGUT00000001586	ENSGALG00000008174	ortholog_one2one	1
ENSTGUG00000001527	ENSTGUT00000001585	ENSGALG00000001942	ortholog_one2many	1
ENSTGUG00000001528	ENSTGUT00000001626	ENSGALG00000002080	ortholog_one2one	1
ENSTGUG00000001529	ENSTGUT00000001596	ENSGALG00000002529	ortholog_one2one	1
ENSTGUG00000001531	ENSTGUT00000001591	ENSGALG00000022145	ortholog_one2one	1
ENSTGUG00000001534	ENSTGUT00000001593	ENSGALG00000021645	ortholog_one2one	1
ENSTGUG00000001534	ENSTGUT00000001594	ENSGALG00000021645	ortholog_one2one	1
ENSTGUG00000001536	ENSTGUT00000001602	ENSGALG00000001946	ortholog_one2one	1
ENSTGUG00000001538	ENSTGUT00000001598	ENSGALG00000002505	ortholog_one2one	1
ENSTGUG00000001540	ENSTGUT00000001603	ENSGALG00000002439	ortholog_one2one	1
ENSTGUG00000001540	ENSTGUT00000001604	ENSGALG00000002439	ortholog_one2one	1
ENSTGUG00000001544	ENSTGUT00000001606	ENSGALG00000002010	ortholog_one2one	1
ENSTGUG00000001546	ENSTGUT00000001607	ENSGALG00000021397	ortholog_one2one	1
ENSTGUG00000001547	ENSTGUT00000001616	ENSGALG00000001973	ortholog_one2one	1
ENSTGUG00000001548	ENSTGUT00000001613	ENSGALG00000002430	ortholog_one2one	1
ENSTGUG00000001557	ENSTGUT00000001620	ENSGALG00000001996	ortholog_one2one	1
ENSTGUG00000001560	ENSTGUT00000001622	ENSGALG00000002013	ortholog_one2one	0
ENSTGUG00000001563	ENSTGUT00000001628	ENSGALG00000002021	ortholog_one2many	0
ENSTGUG00000001567	ENSTGUT00000001627	ENSGALG00000027809	ortholog_one2one	1
ENSTGUG00000001568	ENSTGUT00000001629	ENSGALG00000002105	ortholog_one2one	1
ENSTGUG00000001569	ENSTGUT00000001650	ENSGALG00000002098	ortholog_one2one	1
ENSTGUG00000001570	ENSTGUT00000001633	ENSGALG00000002113	ortholog_one2one	1
ENSTGUG00000001570	ENSTGUT00000001634	ENSGALG00000002113	ortholog_one2one	1
ENSTGUG00000001570	ENSTGUT00000001636	ENSGALG00000002113	ortholog_one2one	1
ENSTGUG00000001574	ENSTGUT00000001637	ENSGALG00000005898	ortholog_one2one	1
ENSTGUG00000001576	ENSTGUT00000001655	ENSGALG00000000833	ortholog_one2one	1
ENSTGUG00000001588	ENSTGUT00000001652	ENSGALG00000002112	ortholog_one2one	1
ENSTGUG00000001590	ENSTGUT00000001661	ENSGALG00000002123	ortholog_one2one	1
ENSTGUG00000001594	ENSTGUT00000001656			NA
ENSTGUG00000001595	ENSTGUT00000001657	ENSGALG00000000846	ortholog_one2one	1
ENSTGUG00000001596	ENSTGUT00000001658	ENSGALG00000021559	ortholog_one2one	1
ENSTGUG00000001597	ENSTGUT00000001660			NA
ENSTGUG00000001599	ENSTGUT00000001665	ENSGALG00000000852	ortholog_one2one	1
ENSTGUG00000001600	ENSTGUT00000001663	ENSGALG00000002127	ortholog_one2many	1
ENSTGUG00000001602	ENSTGUT00000001664	ENSGALG00000002127	ortholog_one2many	1
ENSTGUG00000001603	ENSTGUT00000001666	ENSGALG00000002130	ortholog_one2many	1
ENSTGUG00000001604	ENSTGUT00000001668			NA
ENSTGUG00000001605	ENSTGUT00000001667	ENSGALG00000022440	ortholog_one2one	1
ENSTGUG00000001606	ENSTGUT00000001674	ENSGALG00000002144	ortholog_one2one	1
ENSTGUG00000001607	ENSTGUT00000001669			NA
ENSTGUG00000001608	ENSTGUT00000001670	ENSGALG00000000884	ortholog_one2one	1
ENSTGUG00000001609	ENSTGUT00000001671			NA
ENSTGUG00000001610	ENSTGUT00000001682	ENSGALG00000000899	ortholog_one2many	1
ENSTGUG00000001613	ENSTGUT00000001675			NA
ENSTGUG00000001614	ENSTGUT00000001677	ENSGALG00000001242	ortholog_one2one	1
ENSTGUG00000001616	ENSTGUT00000001680	ENSGALG00000002284	ortholog_one2one	1
ENSTGUG00000001619	ENSTGUT00000001683			NA
ENSTGUG00000001621	ENSTGUT00000001688	ENSGALG00000000917	ortholog_one2one	1
ENSTGUG00000001622	ENSTGUT00000001686	ENSGALG00000002304	ortholog_one2one	1
ENSTGUG00000001625	ENSTGUT00000001691	ENSGALG00000002319	ortholog_one2one	1
ENSTGUG00000001630	ENSTGUT00000001694			NA
ENSTGUG00000001631	ENSTGUT00000001713			NA
ENSTGUG00000001642	ENSTGUT00000001705	ENSGALG00000023195	ortholog_one2one	1
ENSTGUG00000001643	ENSTGUT00000001712			NA
ENSTGUG00000001650	ENSTGUT00000001714	ENSGALG00000027620	ortholog_one2one	1
ENSTGUG00000001651	ENSTGUT00000001721	ENSGALG00000002346	ortholog_one2many	1
ENSTGUG00000001652	ENSTGUT00000001719	ENSGALG00000009737	ortholog_one2one	1
ENSTGUG00000001657	ENSTGUT00000001729	ENSGALG00000009748	ortholog_one2one	1
ENSTGUG00000001659	ENSTGUT00000001723	ENSGALG00000002353	ortholog_one2many	1
ENSTGUG00000001659	ENSTGUT00000001726	ENSGALG00000002353	ortholog_one2many	1
ENSTGUG00000001663	ENSTGUT00000001736	ENSGALG00000026421	ortholog_one2one	1
ENSTGUG00000001666	ENSTGUT00000001732	ENSGALG00000009752	ortholog_one2one	1
ENSTGUG00000001669	ENSTGUT00000001734	ENSGALG00000010259	ortholog_one2one	0
ENSTGUG00000001669	ENSTGUT00000001738	ENSGALG00000010259	ortholog_one2one	0
ENSTGUG00000001672	ENSTGUT00000001745	ENSGALG00000002393	ortholog_one2one	1
ENSTGUG00000001673	ENSTGUT00000001742	ENSGALG00000010699	ortholog_one2one	1
ENSTGUG00000001678	ENSTGUT00000001743	ENSGALG00000010700	ortholog_one2many	1
ENSTGUG00000001679	ENSTGUT00000001744	ENSGALG00000023189	ortholog_one2one	1
ENSTGUG00000001680	ENSTGUT00000001749	ENSGALG00000010704	ortholog_one2one	1
ENSTGUG00000001681	ENSTGUT00000001748	ENSGALG00000002408	ortholog_one2one	1
ENSTGUG00000001682	ENSTGUT00000001750	ENSGALG00000002517	ortholog_one2one	1
ENSTGUG00000001682	ENSTGUT00000001752	ENSGALG00000002517	ortholog_one2one	1
ENSTGUG00000001684	ENSTGUT00000001757	ENSGALG00000010708	ortholog_one2one	1
ENSTGUG00000001687	ENSTGUT00000001775	ENSGALG00000002445	ortholog_one2one	1
ENSTGUG00000001692	ENSTGUT00000001758	ENSGALG00000010711	ortholog_one2one	1
ENSTGUG00000001694	ENSTGUT00000001762	ENSGALG00000012051	ortholog_one2one	1
ENSTGUG00000001697	ENSTGUT00000001779	ENSGALG00000012046	ortholog_one2one	1
ENSTGUG00000001709	ENSTGUT00000001789	ENSGALG00000002499	ortholog_one2one	1
ENSTGUG00000001712	ENSTGUT00000001781			NA
ENSTGUG00000001714	ENSTGUT00000001798	ENSGALG00000012043	ortholog_one2one	1
ENSTGUG00000001722	ENSTGUT00000001803	ENSGALG00000002514	ortholog_one2one	1
ENSTGUG00000001730	ENSTGUT00000001800	ENSGALG00000011995	ortholog_one2many	1
ENSTGUG00000001731	ENSTGUT00000001822	ENSGALG00000011995	ortholog_one2many	1
ENSTGUG00000001734	ENSTGUT00000001809	ENSGALG00000002526	ortholog_one2one	1
ENSTGUG00000001740	ENSTGUT00000001810	ENSGALG00000002532	ortholog_one2many	1
ENSTGUG00000001741	ENSTGUT00000001811	ENSGALG00000002532	ortholog_one2many	1
ENSTGUG00000001742	ENSTGUT00000001813	ENSGALG00000028424	ortholog_one2one	1
ENSTGUG00000001743	ENSTGUT00000001825	ENSGALG00000010316	ortholog_one2one	1
ENSTGUG00000001744	ENSTGUT00000001816	ENSGALG00000002602	ortholog_one2one	1
ENSTGUG00000001752	ENSTGUT00000001827	ENSGALG00000011980	ortholog_one2one	1
ENSTGUG00000001755	ENSTGUT00000001831	ENSGALG00000011975	ortholog_one2one	1
ENSTGUG00000001757	ENSTGUT00000001828	ENSGALG00000011616	ortholog_one2many	0
ENSTGUG00000001759	ENSTGUT00000001832	ENSGALG00000028470	ortholog_one2many	1
ENSTGUG00000001761	ENSTGUT00000001833	ENSGALG00000011973	ortholog_one2one	1
ENSTGUG00000001762	ENSTGUT00000001834	ENSGALG00000010273	ortholog_one2one	1
ENSTGUG00000001763	ENSTGUT00000001837	ENSGALG00000011972	ortholog_one2one	1
ENSTGUG00000001764	ENSTGUT00000001835	ENSGALG00000027562	ortholog_one2one	0
ENSTGUG00000001765	ENSTGUT00000001841	ENSGALG00000010281	ortholog_one2one	1
ENSTGUG00000001767	ENSTGUT00000001839	ENSGALG00000012415	ortholog_one2many	1
ENSTGUG00000001769	ENSTGUT00000001840	ENSGALG00000012415	ortholog_one2many	1
ENSTGUG00000001770	ENSTGUT00000001859	ENSGALG00000012405	ortholog_one2one	1
ENSTGUG00000001771	ENSTGUT00000001846	ENSGALG00000010283	ortholog_one2one	1
ENSTGUG00000001776	ENSTGUT00000001849	ENSGALG00000010291	ortholog_one2one	1
ENSTGUG00000001779	ENSTGUT00000001853	ENSGALG00000010298	ortholog_one2one	1
ENSTGUG00000001783	ENSTGUT00000001856	ENSGALG00000028608	ortholog_one2one	1
ENSTGUG00000001786	ENSTGUT00000001857			NA
ENSTGUG00000001787	ENSTGUT00000001862	ENSGALG00000023335	ortholog_one2one	1
ENSTGUG00000001789	ENSTGUT00000001860			NA
ENSTGUG00000001790	ENSTGUT00000001864	ENSGALG00000012402	ortholog_one2one	0
ENSTGUG00000001792	ENSTGUT00000001866	ENSGALG00000010119	ortholog_one2one	1
ENSTGUG00000001794	ENSTGUT00000001874	ENSGALG00000012391	ortholog_one2many	1
ENSTGUG00000001794	ENSTGUT00000001874	ENSGALG00000012389	ortholog_one2many	1
ENSTGUG00000001796	ENSTGUT00000001869	ENSGALG00000028807	ortholog_one2many	1
ENSTGUG00000001799	ENSTGUT00000001870	ENSGALG00000012076	ortholog_one2one	1
ENSTGUG00000001800	ENSTGUT00000001871	ENSGALG00000012074	ortholog_one2one	1
ENSTGUG00000001800	ENSTGUT00000001872	ENSGALG00000012074	ortholog_one2one	1
ENSTGUG00000001801	ENSTGUT00000001873	ENSGALG00000012068	ortholog_one2one	1
ENSTGUG00000001802	ENSTGUT00000001875			NA
ENSTGUG00000001803	ENSTGUT00000001876	ENSGALG00000012369	ortholog_one2one	1
ENSTGUG00000001804	ENSTGUT00000001878	ENSGALG00000012048	ortholog_one2one	1
ENSTGUG00000001805	ENSTGUT00000001877	ENSGALG00000013107	ortholog_one2one	1
ENSTGUG00000001806	ENSTGUT00000001881	ENSGALG00000012363	ortholog_one2one	1
ENSTGUG00000001807	ENSTGUT00000001892	ENSGALG00000012044	ortholog_one2one	1
ENSTGUG00000001810	ENSTGUT00000001883	ENSGALG00000012360	ortholog_one2many	1
ENSTGUG00000001812	ENSTGUT00000001885	ENSGALG00000012354	ortholog_one2one	1
ENSTGUG00000001814	ENSTGUT00000001887	ENSGALG00000012352	ortholog_one2many	1
ENSTGUG00000001816	ENSTGUT00000001888	ENSGALG00000012351	ortholog_one2one	1
ENSTGUG00000001817	ENSTGUT00000001896	ENSGALG00000012346	ortholog_one2one	1
ENSTGUG00000001821	ENSTGUT00000001911	ENSGALG00000012036	ortholog_one2one	1
ENSTGUG00000001824	ENSTGUT00000001898	ENSGALG00000012337	ortholog_one2one	1
ENSTGUG00000001827	ENSTGUT00000001902	ENSGALG00000019598	ortholog_one2one	1
ENSTGUG00000001831	ENSTGUT00000001904	ENSGALG00000012333	ortholog_one2one	1
ENSTGUG00000001833	ENSTGUT00000001905	ENSGALG00000012332	ortholog_one2one	1
ENSTGUG00000001834	ENSTGUT00000001913	ENSGALG00000012329	ortholog_one2many	1
ENSTGUG00000001839	ENSTGUT00000001912	ENSGALG00000012019	ortholog_one2one	0
ENSTGUG00000001840	ENSTGUT00000001919	ENSGALG00000012018	ortholog_one2one	1
ENSTGUG00000001842	ENSTGUT00000001915			NA
ENSTGUG00000001843	ENSTGUT00000001916	ENSGALG00000012327	ortholog_one2one	1
ENSTGUG00000001847	ENSTGUT00000001928			NA
ENSTGUG00000001855	ENSTGUT00000001929			NA
ENSTGUG00000001856	ENSTGUT00000001934	ENSGALG00000012010	ortholog_one2many	1
ENSTGUG00000001861	ENSTGUT00000001939	ENSGALG00000012004	ortholog_one2one	1
ENSTGUG00000001862	ENSTGUT00000001935			NA
ENSTGUG00000001863	ENSTGUT00000001936	ENSGALG00000021324	ortholog_one2many	1
ENSTGUG00000001864	ENSTGUT00000001937	ENSGALG00000021324	ortholog_one2many	1
ENSTGUG00000001865	ENSTGUT00000001938	ENSGALG00000009939	ortholog_one2one	0
ENSTGUG00000001866	ENSTGUT00000001944	ENSGALG00000009941	ortholog_one2one	1
ENSTGUG00000001867	ENSTGUT00000001941	ENSGALG00000012000	ortholog_one2many	1
ENSTGUG00000001870	ENSTGUT00000001954	ENSGALG00000011998	ortholog_one2one	1
ENSTGUG00000001873	ENSTGUT00000001951	ENSGALG00000009944	ortholog_one2one	1
ENSTGUG00000001880	ENSTGUT00000001955	ENSGALG00000027670	ortholog_one2one	1
ENSTGUG00000001883	ENSTGUT00000001958	ENSGALG00000011994	ortholog_one2one	1
ENSTGUG00000001885	ENSTGUT00000001973	ENSGALG00000027743	ortholog_one2one	0
ENSTGUG00000001887	ENSTGUT00000001963	ENSGALG00000011991	ortholog_one2one	1
ENSTGUG00000001892	ENSTGUT00000001967	ENSGALG00000011990	ortholog_one2one	1
ENSTGUG00000001896	ENSTGUT00000001970	ENSGALG00000011986	ortholog_one2one	1
ENSTGUG00000001899	ENSTGUT00000001989	ENSGALG00000011982	ortholog_one2many	1
ENSTGUG00000001901	ENSTGUT00000001978	ENSGALG00000002854	ortholog_one2many	1
ENSTGUG00000001902	ENSTGUT00000001976			NA
ENSTGUG00000001903	ENSTGUT00000001981	ENSGALG00000023975	ortholog_one2one	1
ENSTGUG00000001905	ENSTGUT00000001979	ENSGALG00000028267	ortholog_one2one	1
ENSTGUG00000001906	ENSTGUT00000001980			NA
ENSTGUG00000001907	ENSTGUT00000001982	ENSGALG00000003168	ortholog_one2one	1
ENSTGUG00000001908	ENSTGUT00000001984	ENSGALG00000000625	ortholog_one2one	1
ENSTGUG00000001909	ENSTGUT00000001990	ENSGALG00000014545	ortholog_one2many	1
ENSTGUG00000001909	ENSTGUT00000001990	ENSGALG00000003235	ortholog_one2many	1
ENSTGUG00000001911	ENSTGUT00000001988	ENSGALG00000000603	ortholog_one2one	1
ENSTGUG00000001915	ENSTGUT00000001995	ENSGALG00000000596	ortholog_one2one	1
ENSTGUG00000001918	ENSTGUT00000001994	ENSGALG00000027261	ortholog_one2many	1
ENSTGUG00000001918	ENSTGUT00000001994	ENSGALG00000003248	ortholog_one2many	1
ENSTGUG00000001918	ENSTGUT00000001994	ENSGALG00000027147	ortholog_one2many	1
ENSTGUG00000001921	ENSTGUT00000001998	ENSGALG00000017405	ortholog_one2one	1
ENSTGUG00000001922	ENSTGUT00000001997	ENSGALG00000000585	ortholog_one2one	1
ENSTGUG00000001924	ENSTGUT00000002004	ENSGALG00000019797	ortholog_one2one	1
ENSTGUG00000001925	ENSTGUT00000002006	ENSGALG00000003288	ortholog_one2one	1
ENSTGUG00000001931	ENSTGUT00000002008	ENSGALG00000000581	ortholog_one2one	1
ENSTGUG00000001933	ENSTGUT00000002019	ENSGALG00000003295	ortholog_one2one	1
ENSTGUG00000001935	ENSTGUT00000002012	ENSGALG00000000564	ortholog_one2one	1
ENSTGUG00000001939	ENSTGUT00000002020	ENSGALG00000000550	ortholog_one2one	1
ENSTGUG00000001946	ENSTGUT00000002021	ENSGALG00000017411	ortholog_one2one	1
ENSTGUG00000001947	ENSTGUT00000002025	ENSGALG00000000538	ortholog_one2one	1
ENSTGUG00000001948	ENSTGUT00000002022	ENSGALG00000003310	ortholog_one2one	1
ENSTGUG00000001950	ENSTGUT00000002024	ENSGALG00000003326	ortholog_one2one	1
ENSTGUG00000001951	ENSTGUT00000002030	ENSGALG00000027887	ortholog_one2one	1
ENSTGUG00000001952	ENSTGUT00000002031	ENSGALG00000000529	ortholog_one2one	1
ENSTGUG00000001957	ENSTGUT00000002033	ENSGALG00000003353	ortholog_one2one	1
ENSTGUG00000001958	ENSTGUT00000002035	ENSGALG00000000525	ortholog_one2one	1
ENSTGUG00000001960	ENSTGUT00000002034	ENSGALG00000003365	ortholog_one2one	1
ENSTGUG00000001961	ENSTGUT00000002045	ENSGALG00000003373	ortholog_one2one	1
ENSTGUG00000001963	ENSTGUT00000002037	ENSGALG00000000510	ortholog_one2one	0
ENSTGUG00000001965	ENSTGUT00000002046	ENSGALG00000000505	ortholog_one2one	1
ENSTGUG00000001971	ENSTGUT00000002049	ENSGALG00000003387	ortholog_one2one	1
